id	title	name_src	type	aat_type	ccodes	lon	lat	geom_src	close_match
1002931	Monte De Mixtan	gerhardNE	Localidad	inhabited place	["MX"]	-95.818876	17.94084	gerhardNE	
1002934	Santa Maria Alotepec	tanck	Pueblo	inhabited place	["MX"]	-95.854722	17.093056	tanck	["http://vocab.getty.edu/page/tgn/7440231"]
1002935	Santiago Amatepec	tanck	Pueblo	inhabited place	["MX"]	-96.0125	17.28	tanck	["http://vocab.getty.edu/page/tgn/7352557"]
1002936	Remedios Analco	tanck	Pueblo	inhabited place	["MX"]	-96.155556	17.338889	tanck	["http://vocab.getty.edu/page/tgn/7393533"]
1002937	Santiago Atitlan	tanck	Pueblo	inhabited place	["MX"]	-95.946111	17.1025	tanck	["http://vocab.getty.edu/page/tgn/7436765"]
1002938	San Pedro Ayacaxtepec	tanck	Pueblo	inhabited place	["MX"]	-95.881944	17.118611	tanck	["http://vocab.getty.edu/page/tgn/7353305"]
1002939	San Pedro y San Pablo Ayutla	tanck	Pueblo	inhabited place	["MX"]	-96.08	17.025556	tanck	["http://www.geonames.org/3517938", "http://vocab.getty.edu/page/tgn/7439453", "http://www.wikidata.org/entity/Q556347"]
1002940	San Melchor Betaza	tanck	Pueblo	inhabited place	["MX"]	-96.151389	17.249444	tanck	["http://vocab.getty.edu/page/tgn/7350310"]
1002941	Santo Domingo Cacalotepec	tanck	Pueblo	inhabited place	["MX"]	-96.326389	17.394444	tanck	["http://vocab.getty.edu/page/tgn/7351259"]
1002942	San Mateo Cajones	tanck	Pueblo	inhabited place	["MX"]	-96.206944	17.161111	tanck	["http://vocab.getty.edu/page/tgn/7393663"]
1002943	San Miguel Cajones	tanck	Pueblo	inhabited place	["MX"]	-96.272222	17.165556	tanck	
1002944	San Pedro Cajones	tanck	Pueblo	inhabited place	["MX"]	-96.261111	17.168056	tanck	
1002945	San Francisco Cajones	tanck	Pueblo	inhabited place	["MX"]	-96.25	17.170833	tanck	
1002946	Santiago Camotlan	tanck	Pueblo	inhabited place	["MX"]	-96.184722	17.444444	tanck	
1002947	San Juan Candayoc	tanck	Pueblo	inhabited place	["MX"]	-95.413889	17.353333	tanck	
1002948	Santa Maria Chisme (Matamoros)	tanck	Pueblo	inhabited place	["MX"]	-95.7625	17.257222	tanck	["http://vocab.getty.edu/page/tgn/7419563"]
1002949	Santiago Choapam	tanck	Pueblo	inhabited place	["MX"]	-95.922222	17.361111	tanck	
1002950	San Juan Comaltepec	tanck	Pueblo	inhabited place	["MX"]	-95.975556	17.3375	tanck	["http://vocab.getty.edu/page/tgn/7393099"]
1002951	San Juan Cotzocon	tanck	Pueblo	inhabited place	["MX"]	-95.780833	17.162778	tanck	
1002952	San Sebastian Guiloxi	tanck	Pueblo	inhabited place	["MX"]	-96.290833	17.225	tanck	["http://vocab.getty.edu/page/tgn/7397511"]
1002953	Asuncion Huitepec	tanck	Pueblo	inhabited place	["MX"]	-96.036111	17.171389	tanck	
1002954	Santiago Jalahui	tanck	Pueblo	inhabited place	["MX"]	-95.770833	17.454167	tanck	
1002955	San Juan Jaltepec	tanck	Pueblo	inhabited place	["MX"]	-95.061667	17.39	tanck	
1002956	Santiago Jareta	tanck	Pueblo	inhabited place	["MX"]	-96.025833	17.235278	tanck	
1002957	San Francisco Jayacaxtepec	tanck	Pueblo	inhabited place	["MX"]	-95.972222	17.216667	tanck	["http://vocab.getty.edu/page/tgn/7370641"]
1002958	Santiago Jocotepec	tanck	Pueblo	inhabited place	["MX"]	-95.943056	17.535	tanck	["http://www.wikidata.org/entity/Q4407950", "http://vocab.getty.edu/page/tgn/7437244", "http://www.geonames.org/3516946"]
1002959	Santa Maria Josaa	tanck	Pueblo	inhabited place	["MX"]	-96.328889	17.479167	tanck	["http://vocab.getty.edu/page/tgn/7368271"]
1002960	San Juan Juquila (Vijanos)	tanck	Pueblo	inhabited place	["MX"]	-96.303333	17.354167	tanck	
1002961	Santa Maria Lachichina	tanck	Pueblo	inhabited place	["MX"]	-96.285278	17.438889	tanck	["http://vocab.getty.edu/page/tgn/7439984"]
1002962	San Cristobal Lachirioag	tanck	Pueblo	inhabited place	["MX"]	-96.165278	17.334722	tanck	["http://vocab.getty.edu/page/tgn/7395176"]
1002963	Santo Tomas Lachitaa	tanck	Pueblo	inhabited place	["MX"]	-96.144444	17.265278	tanck	["http://vocab.getty.edu/page/tgn/7435915"]
1002964	Asuncion Lachixila	tanck	Pueblo	inhabited place	["MX"]	-96.181944	17.5625	tanck	
1002965	San Bartolome Lachixova	tanck	Pueblo	inhabited place	["MX"]	-95.965278	17.313333	tanck	["http://www.wikidata.org/entity/Q20139946", "http://www.geonames.org/3526017", "http://vocab.getty.edu/page/tgn/7373241"]
1002966	San Juan Lalana	tanck	Pueblo	inhabited place	["MX"]	-95.879167	17.470833	tanck	["http://www.wikidata.org/entity/Q3888107", "http://www.geonames.org/3518641", "http://vocab.getty.edu/page/tgn/7393795"]
1002967	Santiago Lalopa	tanck	Pueblo	inhabited place	["MX"]	-96.248333	17.417778	tanck	["http://vocab.getty.edu/page/tgn/7437241", "http://www.geonames.org/3516943", "http://www.wikidata.org/entity/Q3892222"]
1002968	San Francisco Laoya (La Olla)	tanck	Pueblo	inhabited place	["MX"]	-96.302778	17.571389	tanck	
1002969	Santo Domingo Latani	tanck	Pueblo	inhabited place	["MX"]	-95.902778	17.373611	tanck	["http://vocab.getty.edu/page/tgn/7419050"]
1002970	Santiago Laxopa	tanck	Pueblo	inhabited place	["MX"]	-96.311111	17.216944	tanck	["http://vocab.getty.edu/page/tgn/7437238", "http://www.geonames.org/3516940", "http://www.wikidata.org/entity/Q985859"]
1002971	San Juan Lealao	tanck	Pueblo	inhabited place	["MX"]	-95.930556	17.318889	tanck	["http://vocab.getty.edu/page/tgn/7393099"]
1002972	Santa Maria Lovani	tanck	Pueblo	inhabited place	["MX"]	-96.079167	17.515278	tanck	["http://vocab.getty.edu/page/tgn/7439982"]
1002973	San Juan Metaltepec	tanck	Pueblo	inhabited place	["MX"]	-95.914444	17.173056	tanck	["http://vocab.getty.edu/page/tgn/7378726"]
1002974	San Miguel Metepec	tanck	Pueblo	inhabited place	["MX"]	-96.058611	17.213889	tanck	["http://vocab.getty.edu/page/tgn/7378732"]
1002975	Santa Maria Mixistlan	tanck	Pueblo	inhabited place	["MX"]	-96.1	17.138889	tanck	
1002976	San Marcos Moctun	tanck	Pueblo	inhabited place	["MX"]	-96.005556	17.245833	tanck	
1002977	Santa Maria Ocotepec	tanck	Pueblo	inhabited place	["MX"]	-95.991667	17.225	tanck	["http://vocab.getty.edu/page/tgn/7439663"]
1002978	San Juan Petlapa	tanck	Pueblo	inhabited place	["MX"]	-96.038333	17.468056	tanck	["http://www.wikidata.org/entity/Q3888782", "http://www.geonames.org/3801405"]
1002979	Asuncion Puxmetacan	tanck	Pueblo	inhabited place	["MX"]	-95.623333	17.266667	tanck	
1002980	San Miguel Reagoy (Reagui )	tanck	Pueblo	inhabited place	["MX"]	-96.230556	17.458333	tanck	
1002981	San Juan Roavela	tanck	Pueblo	inhabited place	["MX"]	-95.7975	17.421667	tanck	
1002982	Santo Domingo Roayaga	tanck	Pueblo	inhabited place	["MX"]	-96.113889	17.3375	tanck	["http://vocab.getty.edu/page/tgn/7416634"]
1002983	San Pablo (Yaganiza)	tanck	Pueblo	inhabited place	["MX"]	-96.227778	17.145278	tanck	
1002984	Santo Domingo (Xagacia)	tanck	Pueblo	inhabited place	["MX"]	-96.2675	17.153333	tanck	
1002985	San Andres Solaga	tanck	Pueblo	inhabited place	["MX"]	-96.234722	17.270833	tanck	["http://vocab.getty.edu/page/tgn/7395347"]
1002986	San Juan Tabaa	tanck	Pueblo	inhabited place	["MX"]	-96.208333	17.304167	tanck	
1002987	San Juan Tagui	tanck	Pueblo	inhabited place	["MX"]	-96.118056	17.395833	tanck	
1002988	San Miguel Talea	tanck	Pueblo	inhabited place	["MX"]	-96.248333	17.361667	tanck	["http://vocab.getty.edu/page/tgn/1018248"]
1002989	Espiritu Santo Tamazulapam	tanck	Pueblo	inhabited place	["MX"]	-96.068056	17.054167	tanck	
1002990	San Juan Tanetze	tanck	Pueblo	inhabited place	["MX"]	-96.300833	17.375556	tanck	
1002991	Santa Maria Tavehua	tanck	Pueblo	inhabited place	["MX"]	-96.226389	17.243056	tanck	["http://vocab.getty.edu/page/tgn/7416626"]
1002992	Santa Maria Temaxcalapa	tanck	Pueblo	inhabited place	["MX"]	-96.161111	17.380556	tanck	["http://vocab.getty.edu/page/tgn/7438413"]
1002993	San Juan Teotalcingo	tanck	Pueblo	inhabited place	["MX"]	-95.948889	17.416667	tanck	["http://vocab.getty.edu/page/tgn/7437549"]
1002994	Santiago Teotlaxco	tanck	Pueblo	inhabited place	["MX"]	-96.320278	17.445833	tanck	["http://vocab.getty.edu/page/tgn/7437214"]
1002995	Asuncion Tepantlali	tanck	Pueblo	inhabited place	["MX"]	-96.01	16.995278	tanck	["http://vocab.getty.edu/page/tgn/7439780"]
1002996	San Juan Tepanzacoalco	tanck	Pueblo	inhabited place	["MX"]	-96.379167	17.400278	tanck	["http://vocab.getty.edu/page/tgn/7437510"]
1002997	San Pedro Tepinapa	tanck	Pueblo	inhabited place	["MX"]	-96.021667	17.600833	tanck	["http://vocab.getty.edu/page/tgn/7419049"]
1002998	Santiago Tepitongo	tanck	Pueblo	inhabited place	["MX"]	-96.030556	17.301667	tanck	["http://vocab.getty.edu/page/tgn/7436857"]
1002999	Santo Domingo Tepuxtepec	tanck	Pueblo	inhabited place	["MX"]	-96.058889	16.952778	tanck	["http://vocab.getty.edu/page/tgn/7436324"]
1003000	Santa Maria Tiltepec Mixe	tanck	Pueblo	inhabited place	["MX"]	-96.098056	17.230556	tanck	
1003001	San Miguel Tiltepec Rincon	tanck	Pueblo	inhabited place	["MX"]	-96.329167	17.512778	tanck	
1003002	Asuncion Tlahuitoltepec	tanck	Pueblo	inhabited place	["MX"]	-96.064444	17.093056	tanck	["http://vocab.getty.edu/page/tgn/1018496"]
1003003	San Juan Toavela	tanck	Pueblo	inhabited place	["MX"]	-96.064722	17.526111	tanck	["http://vocab.getty.edu/page/tgn/7393954"]
1003004	Asuncion Tonaguia	tanck	Pueblo	inhabited place	["MX"]	-96.033333	17.330556	tanck	
1003005	Asuncion Totontepec	tanck	Pueblo	inhabited place	["MX"]	-96.026944	17.256667	tanck	["http://vocab.getty.edu/page/tgn/7434851"]
1003006	Santa Maria Xochixtepec	tanck	Pueblo	inhabited place	["MX"]	-96.204167	17.230278	tanck	
1003007	San Andres Yaa	tanck	Pueblo	inhabited place	["MX"]	-96.153056	17.291667	tanck	["http://vocab.getty.edu/page/tgn/7395338"]
1003008	Santa Maria Yacochi	tanck	Pueblo	inhabited place	["MX"]	-96.049444	17.140833	tanck	["http://vocab.getty.edu/page/tgn/7439761"]
1003009	San Juan Yaee	tanck	Pueblo	inhabited place	["MX"]	-96.283333	17.429167	tanck	
1003010	San Gaspar Yagalaxi	tanck	Pueblo	inhabited place	["MX"]	-96.21	17.583333	tanck	
1003011	Santiago Yagallo	tanck	Pueblo	inhabited place	["MX"]	-96.297222	17.423611	tanck	["http://vocab.getty.edu/page/tgn/7437033"]
1003012	Santa Cruz Yagavila	tanck	Pueblo	inhabited place	["MX"]	-96.322778	17.4375	tanck	["http://vocab.getty.edu/page/tgn/7396705"]
1003013	San Juan Yagila	tanck	Pueblo	inhabited place	["MX"]	-96.340833	17.465278	tanck	["http://vocab.getty.edu/page/tgn/7433827"]
1003014	Santa Catalina Yahuio	tanck	Pueblo	inhabited place	["MX"]	-96.295	17.219444	tanck	["http://vocab.getty.edu/page/tgn/7416625"]
1003015	Santa Maria Yahuive	tanck	Pueblo	inhabited place	["MX"]	-95.848333	17.326944	tanck	["http://vocab.getty.edu/page/tgn/7439759"]
1003016	San Bartolome Yajoni	tanck	Pueblo	inhabited place	["MX"]	-96.209722	17.486111	tanck	["http://vocab.getty.edu/page/tgn/7433818"]
1003017	San Juan Yalahui	tanck	Pueblo	inhabited place	["MX"]	-96.1375	17.405556	tanck	["http://vocab.getty.edu/page/tgn/7393946"]
1003018	San Juan Yalalag	tanck	Pueblo	inhabited place	["MX"]	-96.177778	17.184722	tanck	["http://vocab.getty.edu/page/tgn/1017545"]
1003019	Santa Maria Yalina	tanck	Pueblo	inhabited place	["MX"]	-96.261944	17.238889	tanck	["http://vocab.getty.edu/page/tgn/7439758"]
1003020	San Pedro Yaneri	tanck	Pueblo	inhabited place	["MX"]	-96.354444	17.418611	tanck	["http://www.wikidata.org/entity/Q590965", "http://www.geonames.org/3801409"]
1003021	San Francisco Yatee	tanck	Pueblo	inhabited place	["MX"]	-96.164722	17.306944	tanck	["http://vocab.getty.edu/page/tgn/7394112"]
1003022	San Bartolome Yatoni	tanck	Pueblo	inhabited place	["MX"]	-96.248611	17.378333	tanck	
1003023	San Baltazar Yatzachi El Alto	tanck	Pueblo	inhabited place	["MX"]	-96.233333	17.219444	tanck	
1003024	San Baltazar Yatzachi El Bajo	tanck	Pueblo	inhabited place	["MX"]	-96.220278	17.226389	tanck	
1003025	San Juan Yatzona	tanck	Pueblo	inhabited place	["MX"]	-96.168889	17.4	tanck	["http://vocab.getty.edu/page/tgn/7393945", "http://www.wikidata.org/entity/Q3891002", "http://www.geonames.org/3518599"]
1003026	San Jacinto Yaveloxi	tanck	Pueblo	inhabited place	["MX"]	-95.8375	17.348611	tanck	
1003027	Santiago Yaveo	tanck	Pueblo	inhabited place	["MX"]	-95.7	17.334722	tanck	["http://vocab.getty.edu/page/tgn/1018330", "http://www.geonames.org/3801486", "http://www.wikidata.org/entity/Q3889983"]
1003028	Santa Maria Yaviche	tanck	Pueblo	inhabited place	["MX"]	-96.294444	17.4	tanck	["http://vocab.getty.edu/page/tgn/7433600"]
1003029	San Juan Yetzecovi	tanck	Pueblo	inhabited place	["MX"]	-96.129444	17.361667	tanck	["http://vocab.getty.edu/page/tgn/7393943"]
1003030	Santa Catarina Yetzelalag	tanck	Pueblo	inhabited place	["MX"]	-96.168056	17.451389	tanck	["http://vocab.getty.edu/page/tgn/7440257"]
1003031	Santa Maria Yohueche	tanck	Pueblo	inhabited place	["MX"]	-96.197222	17.245278	tanck	["http://vocab.getty.edu/page/tgn/7432925"]
1003032	Santo Domingo Yojovi	tanck	Pueblo	inhabited place	["MX"]	-96.208333	17.297222	tanck	["http://vocab.getty.edu/page/tgn/7416631", "http://www.wikidata.org/entity/Q28476647"]
1003033	San Miguel Yotao	tanck	Pueblo	inhabited place	["MX"]	-96.336667	17.368611	tanck	["http://www.geonames.org/3801421", "http://www.wikidata.org/entity/Q985844"]
1003034	San Francisco Yovego	tanck	Pueblo	inhabited place	["MX"]	-96.223611	17.550556	tanck	["http://vocab.getty.edu/page/tgn/7433601"]
1003035	Santiago Zacatepec	tanck	Pueblo	inhabited place	["MX"]	-95.913333	17.158889	tanck	["http://vocab.getty.edu/page/tgn/7436765", "http://www.wikidata.org/entity/Q942478", "http://www.geonames.org/3516906"]
1003036	Santiago Zoochila	tanck	Pueblo	inhabited place	["MX"]	-96.241667	17.22	tanck	["http://www.geonames.org/8582978", "http://www.wikidata.org/entity/Q3890642", "http://vocab.getty.edu/page/tgn/7416623"]
1003037	San Jeronimo Zoochina	tanck	Pueblo	inhabited place	["MX"]	-96.247222	17.225833	tanck	
1003038	Santa Maria Zoogochi	tanck	Pueblo	inhabited place	["MX"]	-96.338889	17.431667	tanck	
1003039	San Bartolome Zoogocho	tanck	Pueblo	inhabited place	["MX"]	-96.243333	17.2375	tanck	["http://vocab.getty.edu/page/tgn/7434656"]
1003040	San Baltazar Chichicapam	tanck	Pueblo	inhabited place	["MX"]	-96.490278	16.761111	tanck	["http://www.geonames.org/3519666", "http://www.wikidata.org/entity/Q1754432", "http://vocab.getty.edu/page/tgn/7393614"]
1003041	Santiago Clavellinas	tanck	Pueblo	inhabited place	["MX"]	-96.93	16.92	tanck	["http://vocab.getty.edu/page/tgn/7437265"]
1003042	San Francisco Comaltepec (Cozoaltepec)	tanck	Pueblo	inhabited place	["MX"]	-96.723333	15.809722	tanck	
1003043	Santa Maria Guelace	tanck	Pueblo	inhabited place	["MX"]	-96.6025	17.001667	tanck	
1003044	San Pablo Guila	tanck	Pueblo	inhabited place	["MX"]	-96.441667	16.802778	tanck	
1003045	Santo Tomas Jalieza	tanck	Pueblo	inhabited place	["MX"]	-96.670833	16.844444	tanck	
1003046	Santo Domingo Jalieza	tanck	Pueblo	inhabited place	["MX"]	-96.63	16.868333	tanck	["http://vocab.getty.edu/page/tgn/7435916"]
1003047	San Juan Lachigalla	tanck	Pueblo	inhabited place	["MX"]	-96.549444	16.591667	tanck	["http://www.geonames.org/3518643", "http://vocab.getty.edu/page/tgn/7393797", "http://www.wikidata.org/entity/Q4967343"]
1003048	San Agustin Loxicha	tanck	Pueblo	inhabited place	["MX"]	-96.616269	16.01686	tanck	
1003049	San Bartolome Loxicha	tanck	Pueblo	inhabited place	["MX"]	-96.708333	15.968889	tanck	
1003050	Santiago Minas	tanck	Pueblo	inhabited place	["MX"]	-97.228611	16.423056	tanck	["http://vocab.getty.edu/page/tgn/7437229", "http://www.wikidata.org/entity/Q3892650", "http://www.geonames.org/3516933"]
1003051	San Miguel Minas (Tilquiapam)	tanck	Pueblo	inhabited place	["MX"]	-96.581389	16.781111	tanck	
1003052	San Bernardo Mixtepec	tanck	Pueblo	inhabited place	["MX"]	-96.898056	16.824167	tanck	["http://vocab.getty.edu/page/tgn/7352369", "http://www.wikidata.org/entity/Q2449343", "http://www.geonames.org/3519608"]
1003053	Asuncion Mixtepec	tanck	Pueblo	inhabited place	["MX"]	-96.965833	16.865278	tanck	
1003054	Magdalena Mixtepec	tanck	Pueblo	inhabited place	["MX"]	-96.904722	16.895833	tanck	["http://www.wikidata.org/entity/Q3305435", "http://vocab.getty.edu/page/tgn/7352369", "http://www.geonames.org/3523750"]
1003055	San Dionisio Ocotepec	tanck	Pueblo	inhabited place	["MX"]	-96.395833	16.797222	tanck	["http://www.wikidata.org/entity/Q2066177", "http://vocab.getty.edu/page/tgn/7395595", "http://www.geonames.org/3519480"]
1003056	Santa Cruz Papalutla	tanck	Pueblo	inhabited place	["MX"]	-96.583889	16.955556	tanck	["http://www.wikidata.org/entity/Q4967220", "http://www.geonames.org/8582855"]
1003057	San Andres Paxtlan	tanck	Pueblo	inhabited place	["MX"]	-96.506944	16.214722	tanck	
1003058	San Bartolome Quialana	tanck	Pueblo	inhabited place	["MX"]	-96.502222	16.9025	tanck	
1003059	San Mateo Rio Hondo	tanck	Pueblo	inhabited place	["MX"]	-96.449444	16.1425	tanck	["http://vocab.getty.edu/page/tgn/7397347"]
1003060	Santa Maria Roalo	tanck	Pueblo	inhabited place	["MX"]	-96.773611	16.916667	tanck	
1003061	Santa Catarina Sena Roatina	tanck	Pueblo	inhabited place	["MX"]	-96.516667	16.277778	tanck	
1003062	San Cristobal (Ixcatlan)	tanck	Pueblo	inhabited place	["MX"]	-96.677778	16.818333	tanck	
1003063	San Lucas (Quiavini)	tanck	Pueblo	inhabited place	["MX"]	-96.468889	16.898611	tanck	["http://vocab.getty.edu/page/tgn/7440404"]
1003064	San Marcos (Tlapazola)	tanck	Pueblo	inhabited place	["MX"]	-96.523611	16.911111	tanck	
1003065	San Pablo (Huixtepec)	tanck	Pueblo	inhabited place	["MX"]	-96.781389	16.821389	tanck	
1003066	Santa Catalina (Mixtepec)	tanck	Pueblo	inhabited place	["MX"]	-96.937222	16.891944	tanck	
1003067	Santa Ines del Monte	tanck	Pueblo	inhabited place	["MX"]	-96.8625	16.9225	tanck	
1003068	Santa Lucia (Miahuatlan)	tanck	Pueblo	inhabited place	["MX"]	-96.617778	16.186667	tanck	
1003069	Santa Ines Sola	tanck	Pueblo	inhabited place	["MX"]	-96.940278	16.483611	tanck	
1003070	Santos Reyes Sola	tanck	Pueblo	inhabited place	["MX"]	-96.981944	16.491944	tanck	["http://vocab.getty.edu/page/tgn/1018352"]
1003071	San Miguel Sola	tanck	Pueblo	inhabited place	["MX"]	-96.977778	16.514722	tanck	
1003072	San Francisco Sola	tanck	Pueblo	inhabited place	["MX"]	-96.975	16.515278	tanck	["http://www.geonames.org/3519256", "http://www.wikidata.org/entity/Q12354867", "http://vocab.getty.edu/page/tgn/1018352"]
1003073	San Ildefonso Sola	tanck	Pueblo	inhabited place	["MX"]	-96.983889	16.519444	tanck	["http://www.geonames.org/3800310", "http://vocab.getty.edu/page/tgn/1018352", "http://www.wikidata.org/entity/Q12354870"]
1003074	San Juan Bautista Sola	tanck	Pueblo	inhabited place	["MX"]	-97.000833	16.526389	tanck	
1003075	Santa Maria Sola	tanck	Pueblo	inhabited place	["MX"]	-97.017222	16.568056	tanck	
1003076	Santo Tomas Tamazulapan	tanck	Pueblo	inhabited place	["MX"]	-96.583333	16.270833	tanck	["http://vocab.getty.edu/page/tgn/7416923"]
1003077	San Pedro Taviche	tanck	Pueblo	inhabited place	["MX"]	-96.535	16.635278	tanck	["http://www.wikidata.org/entity/Q3892691", "http://vocab.getty.edu/page/tgn/7439649", "http://www.geonames.org/3517961"]
1003078	San Jeronimo Taviche	tanck	Pueblo	inhabited place	["MX"]	-96.593056	16.711111	tanck	
1003079	Magdalena Teitipac	tanck	Pueblo	inhabited place	["MX"]	-96.558333	16.903611	tanck	["http://www.wikidata.org/entity/Q3889608", "http://www.geonames.org/3523745", "http://vocab.getty.edu/page/tgn/1018416"]
1003080	San Juan Teitipac	tanck	Pueblo	inhabited place	["MX"]	-96.604167	16.928889	tanck	["http://www.geonames.org/8582692", "http://www.wikidata.org/entity/Q3889548"]
1003081	San Sebastian Teitipac	tanck	Pueblo	inhabited place	["MX"]	-96.613889	16.95	tanck	
1003082	Santa Maria Vigallo	tanck	Pueblo	inhabited place	["MX"]	-96.816667	16.856944	tanck	
1003083	Santa Ines Yatzeche	tanck	Pueblo	inhabited place	["MX"]	-96.759722	16.806667	tanck	
1003084	San Jeronimo Zimatlan (Cienega De)	tanck	Pueblo	inhabited place	["MX"]	-96.769722	16.893889	tanck	
1003085	San Pablo Amicano	tanck	Pueblo	inhabited place	["MX"]	-98.083333	18.121944	tanck	["http://vocab.getty.edu/page/tgn/7441004"]
1003086	San Miguel Asuxtla	tanck	Pueblo	inhabited place	["MX"]	-98.236944	18.001944	tanck	
1003087	San Jose Chapultepec	tanck	Pueblo	inhabited place	["MX"]	-97.922222	17.919167	tanck	["http://vocab.getty.edu/page/tgn/7394580"]
1003088	Asuncion Chila	tanck	Pueblo	inhabited place	["MX"]	-97.86	17.970278	tanck	["http://vocab.getty.edu/page/tgn/7417751"]
1003089	San Juan Bautista Chinantla	tanck	Pueblo	inhabited place	["MX"]	-98.2625	18.201389	tanck	["http://vocab.getty.edu/page/tgn/7356661"]
1003090	Santa Catalina Ilamacingo	tanck	Pueblo	inhabited place	["MX"]	-98.241389	18.006667	tanck	["http://vocab.getty.edu/page/tgn/7368372"]
1003091	San Miguel Ixitlan	tanck	Pueblo	inhabited place	["MX"]	-97.7725	17.998333	tanck	["http://vocab.getty.edu/page/tgn/7397301"]
1003092	Santiago Petlalcingo	tanck	Pueblo	inhabited place	["MX"]	-97.916667	18.082778	tanck	["http://vocab.getty.edu/page/tgn/1018027"]
1003093	Asuncion Piaxtla	tanck	Pueblo	inhabited place	["MX"]	-98.258333	18.1975	tanck	["http://vocab.getty.edu/page/tgn/7387458"]
1003094	Santa Cruz Nueva	tanck	Pueblo	inhabited place	["MX"]	-97.809722	18.293889	tanck	
1003095	San Pedro Tecomatlan	tanck	Pueblo	inhabited place	["MX"]	-98.314722	18.109167	tanck	
1003096	San Martin Tecuautitlan	tanck	Pueblo	inhabited place	["MX"]	-98.311667	18.153611	tanck	
1003097	San Miguel Tehuitzingo	tanck	Pueblo	inhabited place	["MX"]	-98.275556	18.330278	tanck	["http://vocab.getty.edu/page/tgn/1018414"]
1003098	Santa Cruz Tejalpa	tanck	Pueblo	inhabited place	["MX"]	-98.359722	18.36	tanck	["http://vocab.getty.edu/page/tgn/7404715"]
1003099	Santa Ana Tepejillo	tanck	Pueblo	inhabited place	["MX"]	-97.84	18.05	tanck	["http://vocab.getty.edu/page/tgn/7417742"]
1003100	Santa Catalina Tlaxcuapan	tanck	Pueblo	inhabited place	["MX"]	-98.310833	18.155278	tanck	["http://vocab.getty.edu/page/tgn/7433089"]
1003101	Santo Domingo Tonahuixtla	tanck	Pueblo	inhabited place	["MX"]	-97.894167	18.201389	tanck	["http://vocab.getty.edu/page/tgn/7432602"]
1003102	Concepcion Totoltepec	tanck	Pueblo	inhabited place	["MX"]	-97.853889	18.220556	tanck	["http://vocab.getty.edu/page/tgn/7435024"]
1003103	San Lorenzo Tuzantlan	tanck	Pueblo	inhabited place	["MX"]	-98.323889	18.363889	tanck	
1003104	San Jeronimo Xayacatlan	tanck	Pueblo	inhabited place	["MX"]	-97.915556	18.221667	tanck	["http://vocab.getty.edu/page/tgn/7392764"]
1003105	San Pedro Yeloixtlahuacan	tanck	Pueblo	inhabited place	["MX"]	-98.078611	18.115278	tanck	["http://vocab.getty.edu/page/tgn/7433363"]
1003106	San Salvador Chachapalcingo (Chachapa)	tanck	Pueblo	inhabited place	["MX"]	-98.081944	19.056389	tanck	
1003107	Santa Ana Coapan	tanck	Pueblo	inhabited place	["MX"]	-97.891667	18.831944	tanck	["http://vocab.getty.edu/page/tgn/7440983"]
1003108	San Juan Bautista Cuautinchan	tanck	Pueblo	inhabited place	["MX"]	-98.017222	18.955556	tanck	
1003109	Santo Tomas Hueyotlipan	tanck	Pueblo	inhabited place	["MX"]	-97.866111	18.89	tanck	
1003110	Santa Maria De Jesus Acapetlahuacan	tanck	Pueblo	inhabited place	["MX"]	-98.447222	18.8975	tanck	
1003111	San Diego Acapulco	tanck	Pueblo	inhabited place	["MX"]	-98.451667	18.886944	tanck	["http://vocab.getty.edu/page/tgn/7349776"]
1003112	San Marcos Acteopan	tanck	Pueblo	inhabited place	["MX"]	-98.714722	18.764444	tanck	["http://vocab.getty.edu/page/tgn/7349981"]
1003113	San Miguel Aguacomulican	tanck	Pueblo	inhabited place	["MX"]	-98.549444	18.821111	tanck	
1003114	San Juan Amecac	tanck	Pueblo	inhabited place	["MX"]	-98.658333	18.833889	tanck	["http://vocab.getty.edu/page/tgn/7392820"]
1003115	San Baltazar Atlimeyaya	tanck	Pueblo	inhabited place	["MX"]	-98.480833	18.985833	tanck	["http://vocab.getty.edu/page/tgn/7393618"]
1003116	Santiago Atzitzihuacan	tanck	Pueblo	inhabited place	["MX"]	-98.581389	18.822778	tanck	["http://vocab.getty.edu/page/tgn/7436764"]
1003117	Magdalena Axocopan	tanck	Pueblo	inhabited place	["MX"]	-98.468056	18.929167	tanck	["http://vocab.getty.edu/page/tgn/7353312"]
1003118	San Lucas Calpan	tanck	Pueblo	inhabited place	["MX"]	-98.480556	19.103056	tanck	
1003119	San Andres Calpan	tanck	Pueblo	inhabited place	["MX"]	-98.463333	19.103611	tanck	
1003120	San Antonio Cayehuacan	tanck	Pueblo	inhabited place	["MX"]	-98.714722	18.578611	tanck	
1003121	San Pedro Coacol	tanck	Pueblo	inhabited place	["MX"]	-98.550556	18.942778	tanck	
1003122	San Juan Coacol (Benito Juarez)	tanck	Pueblo	inhabited place	["MX"]	-98.550278	18.943889	tanck	
1003123	San Mateo Coatepec	tanck	Pueblo	inhabited place	["MX"]	-98.653611	18.811111	tanck	["http://vocab.getty.edu/page/tgn/7439514"]
1003124	Santa Ana Coatepec	tanck	Pueblo	inhabited place	["MX"]	-98.4325	18.835278	tanck	["http://vocab.getty.edu/page/tgn/7440982"]
1003125	San Jeronimo Coyula	tanck	Pueblo	inhabited place	["MX"]	-98.516667	18.891667	tanck	
