id	title	name_src	type	aat_type	parent	close_match
10134	Mercalo	alcedo	punta	capes	Veragua	
10135	Mercader	alcedo	pueblo	towns	Popayán	
10136	Merced	alcedo	pueblo	towns	Sonora	
10137	Merced	alcedo	pueblo	towns	Partido de Chanco	
10138	Mercedes	alcedo	pueblo	towns	Corregimiento de Cuyo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=9000154]
10139	Mere	alcedo	isla	islands	Guayana	
10140	Meri	alcedo	rio	rivers	Guayana	
10141	Merida	alcedo	ciudad	citys	Nuevo Reyno de Granada	
10142	Merida	alcedo	ciudad	citys	Yucatán	
10143	Meridionale	alcedo	rio	rivers		
10144	Merrimack	alcedo	rio	rivers		
10145	Merrimack	alcedo	pueblo	towns		
10146	Merischi	alcedo	pueblo	towns	Sonora	
10147	Merlo	alcedo	pueblo	towns	Buenos Ayres	
10148	Mero	alcedo	punta	capes		
10149	Merrimeeting	alcedo	bahia	bays		
10150	Messa	alcedo	pueblo	towns		
10151	Messa	alcedo	pueblo	towns	Veragua	
10152	Messa	alcedo			Reyno de Nueva Galicia	
10153	Messa	alcedo	provincia	provinces	Neiba	
10154	Messa	alcedo			Guauchinango	
10155	Mesca	alcedo	pueblo	towns	Senticpac	
10156	Messeta	alcedo	pueblo	towns	Reyno de Chile	
10157	Mesle	alcedo	bahia	bays		
10158	Mespa	alcedo	pueblo	towns	Xala	
10159	Mesquic	alcedo	pueblo	towns	Chalco	
10160	Mesquiquejos	alcedo	pueblo	towns	Nuevo Reyno de Granada	
10161	Mesquital	alcedo	pueblo	towns	Juchipila	
10162	Mesquital	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	
10163	Mesquital	alcedo				
10164	Mesquitic	alcedo	pueblo	towns	San Luis de Potosí	
10165	Mesquitlan	alcedo	pueblo	towns	Chilapa	
10166	Mesquitula	alcedo	pueblo	towns	Juchipila	
10167	Mestitlan	alcedo	pueblo	towns	Cuquio	
10168	Mestizos	alcedo	punta	capes	Cartagena	
10169	Mestre	alcedo	puerto	ports		
10170	Meta	alcedo	rio	rivers	Nuevo Reyno de Granada	
10171	Meta	alcedo				
10172	Metaltepec	alcedo	pueblo	towns	Villalta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1002973]
10173	Metati	alcedo	rio	rivers	Darien	
10174	Metatlan	alcedo	pueblo	towns	Papantla	
10175	Metau	alcedo	rio	rivers	Tucumán	
10176	Metchigamia	alcedo	laguna	lagoons	la Luisiana	
10177	Metchigamia	alcedo	pueblo	towns		
10178	Metenquen	alcedo	pueblo	towns	Corregimiento de Maule	
10179	Metepec	alcedo			Alcaldía mayor de Tetela del Volcán	
10180	Metepec	alcedo	pueblo	towns	Villalta	
10181	Metepec	alcedo	alcaldía mayor	inhabited places		
10182	Meteta	alcedo	rio	rivers	San Juan de los Llanos	
10183	Methue	alcedo	pueblo	towns		
10184	Metinacas	alcedo	isla	islands		
10185	Metlatono	alcedo	pueblo	towns	Tlapa	
10186	Metos	alcedo	rio	rivers	Buenos Ayres	
10187	Metrano	alcedo	pueblo	towns	Perú	
10188	Metway	alcedo	puerto	ports		
10189	Meuis	alcedo				
10190	Mexical	alcedo	isla	islands		
10191	Mexicaltzinco	alcedo	jurisdiccion	administrative divisions		
10192	Mexicaltzinco	alcedo	pueblo	towns	Reyno de Nueva Galicia	
10193	Mexicaltzinco	alcedo	partido	districts	Metepec	
10194	Mexicapa	alcedo	pueblo	towns	Marquesado del Valle	
10195	Mexicano	alcedo	rio	rivers	la Luisiana	
10196	Mexicanos	alcedo			Sonsonate	
10197	Mexico	alcedo	provincia	provinces	Obispado de Mechoacan	
10198	Iii	alcedo	ciudad	citys	Obispado de Mechoacan	
10199	Iii	alcedo	reyno	kingdoms	Nuevo Reyno de León	
10200	Mexillones	alcedo	puerto	ports	Corregimiento de Atacama	
10201	Mexistlan	alcedo	pueblo	towns	Villalta	
10202	Mexorada	alcedo				
10203	Mextitlan	alcedo	jurisdiccion	administrative divisions	Reyno de Nueva España	
10204	Ene	alcedo				
10205	Ene	alcedo	pueblo	towns	Compostela	
10206	Meyoponte	alcedo	pueblo	towns	Brazil	
10207	Meyoponte	alcedo	rio	rivers		
10208	Meztitlan	alcedo	pueblo	towns	Nueva España	
10209	Metla	alcedo			Guauchinango	
10210	Miamis	alcedo	pueblo	towns		
10212	Miamis	alcedo	fuerte	inhabited places		
10213	Miamis	alcedo	lago	lakes		
10214	Miacatlan	alcedo	pueblo	towns	Cuernavaca	
10215	Miahuatlan	alcedo	alcaldía mayor	inhabited places	Obispado de Oaxaca	
10216	Miahuatlan	alcedo	pueblo	towns		
10217	Miahuatlan	alcedo			Xalapa	
10219	Miahuatlan	alcedo				
10220	Mialilu	alcedo	rio	rivers	Reyno de Chile	
10221	Miamee	alcedo	rio	rivers		
10222	Miamo	alcedo	pueblo	towns	Guayana	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000303]
10223	Micani	alcedo	pueblo	towns	Corregimiento de Chayanta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000151]
10224	Michael	alcedo	rio	rivers		
10225	Michaparu	alcedo	rio	rivers	Guayana ó Nueva Andalucía	
10226	Michards	alcedo	isla	islands		
10227	Michau	alcedo	puerto	ports		
10228	Michau	alcedo	isla	islands		
10229	Michel	alcedo	isla	islands		
10230	Michicani	alcedo	pueblo	towns	Chucuito	
10231	Michigan	alcedo				
10232	Michillimakinac	alcedo	isla	islands		
10233	Michimaloya	alcedo	pueblo	towns	Tula	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1001725]
10234	Michipicoton	alcedo	rio	rivers		
10235	Michiuilca	alcedo	pueblo	towns	Corregimiento de Tarma	
10236	Micimpuchu	alcedo	pueblo	towns	Venezuela	
10237	Miklon	alcedo	isla	islands		
10238	Miculpaya	alcedo	pueblo	towns	Corregimiento de Porco	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000180]
10239	Middle	alcedo	isla	islands		
10240	Ddleburgh	alcedo	ciudad	citys	la Guayana	
10241	Middlesex	alcedo	condado	countys		
10242	Middlesex	alcedo	colonia	colonys		
10243	Middleton	alcedo	ciudad	citys		
10245	Middleton	alcedo	cabo	capes		
10246	Middletown	alcedo	ciudad	citys		
10248	Miel	alcedo	rio	rivers	Mariquita	
10249	Miel	alcedo	pueblo	towns	Venezuela	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000771]
10250	Mier	alcedo	pueblo	towns	Sierra Gorda	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1004934]
10251	Miguel	alcedo	villa	towns	Reyno de Nueva España	
10252	Miguel	alcedo	ciudad	citys	San Salvador	
10253	Miguel	alcedo	ciudad	citys		
10254	Miguel	alcedo	reyno	kingdoms	Nuevo Reyno de Granada	
10255	Miguel	alcedo	villa	towns	Nueva España	
10256	Miguel	alcedo	pueblo	towns	Corregimiento de Tunja	
10257	Miguel	alcedo	provincia	provinces	Corregimiento de Carangas	
10258	Miguel	alcedo	provincia	provinces	Corregimiento de Latacunga	
10259	Miguel	alcedo	provincia	provinces	Corregimiento de Chimbo	
10260	Miguel	alcedo			Nuevo Reyno de Granada	
10261	Miguel	alcedo	alcaldía mayor	inhabited places	Querétaro	
10262	Miguel	alcedo	alcaldía mayor	inhabited places	Tochimilco	
10263	Miguel	alcedo	partido	districts	Valles	
10264	Miguel	alcedo	alcaldía mayor	inhabited places	Zultepec	
10265	Miguel	alcedo	alcaldía mayor	inhabited places	Marinalco	
10266	Miguel	alcedo	alcaldía mayor	inhabited places	Lerma	
10267	Miguel	alcedo	alcaldía mayor	inhabited places	Toluca	
10268	Miguel	alcedo	alcaldía mayor	inhabited places		
10270	Miguel	alcedo			Tepeaca	
10271	Miguel	alcedo	alcaldía mayor	inhabited places	Zacatlán	
10275	Miguel	alcedo			Juxtlahuaca	
10276	Miguel	alcedo	alcaldía mayor	inhabited places	San Luis de Potosí	
10277	Miguel	alcedo	partido	districts	Maravatio	
10279	Miguel	alcedo	alcaldía mayor	inhabited places	Juchipila	
10280	Miguel	alcedo	alcaldía mayor	inhabited places	Villalta	
10282	Miguel	alcedo	provincia	provinces	Quixos y Macas	
10283	Miguel	alcedo	provincia	provinces	Barcelona	
10284	Miguel	alcedo	partido	districts	Veragua	
10285	Miguel	alcedo			Mainas	
10286	Miguel	alcedo				
10287	Miguel	alcedo	reyno	kingdoms	Corregimiento de Pasto	
10289	Miguel	alcedo	capitania	political administrative bodies	Brazil	
10290	Miguel	alcedo			Paraguay	
10291	Miguel	alcedo			País de los Indios Chiquitos	
10292	Miguel	alcedo	reyno	kingdoms	Corregimiento de Cuyo	
10293	Miguel	alcedo	alcaldía mayor	inhabited places	Reyno de Guatemala	
10294	Miguel	alcedo	provincia	provinces	Buenos Ayres	
10295	Miguel	alcedo	reyno	kingdoms	Moxos	
10296	Miguel	alcedo	provincia	provinces	Tucumán	
10297	Miguel	alcedo	reyno	kingdoms	Reyno de Guatemala	
10298	Miguel	alcedo	provincia	provinces	Santa Marta	
10299	Miguel	alcedo	provincia	provinces	Maracaibo	
10300	Miguel	alcedo	provincia	provinces	Cinaloa	
10302	Miguel	alcedo	isla	islands	distrito de las cinco leguas	
10303	Miguel	alcedo	reyno	kingdoms		
10305	Miguel	alcedo	rio	rivers		
10306	Miguel	alcedo	rio	rivers	Santa Cruz de la Sierra	
10309	Miguel	alcedo	capitania	political administrative bodies	Brazil	
10310	Miguel	alcedo	provincia	provinces	Atacames	
10311	Miguel	alcedo	golfo	gulfs	Reyno de Tierra-Firme	
10312	Miguel	alcedo	puerto	ports		
10313	Miguel	alcedo	isla	islands		
10315	Miguel	alcedo	punta	capes		
10316	Miguel	alcedo	fortaleza	inhabited places	Brazil	
10317	Miguel	alcedo	fortaleza	inhabited places	Paraguay	
10318	Miguelito	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1003816]
10319	Milford	alcedo	ciudad	citys		
10320	Milford	alcedo	bahia	bays		
10321	Mill	alcedo	rio	rivers		
10322	Millalab	alcedo	pueblo	towns	Reyno de Chile	
10323	Millafoa	alcedo			Corregimiento de Maule	
10324	Millaqui	alcedo	pueblo	towns		
10325	Milleys	alcedo	rio	rivers		
10326	Miller	alcedo	rio	rivers		
10327	Mills	alcedo	isla	islands		
10328	Mills	alcedo	bahia	bays		
10329	Milluhuai	alcedo	pueblo	towns	Corregimiento de Cicasica	
10330	Milocan	alcedo	pueblo	towns	Xicayán	
10331	Milpa	alcedo			Autlán	
10332	Milpas	alcedo	pueblo	towns	Reyno de Guatemala	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000902]
10333	Milpas	alcedo				
10334	Milpilla	alcedo	pueblo	towns	Acaponeta	
10335	Miltepec	alcedo	pueblo	towns	Nueva España	
10336	Milton	alcedo	ciudad	citys		
10337	Mimbres	alcedo	baxo	valleys	Isla de Cuba	
10338	Mimbres	alcedo	cabo	capes		
10339	Mimialpa	alcedo	pueblo	towns	Nueva España	
10340	Mimini	alcedo	pueblo	towns	Corregimiento de Arica	
10341	Min	alcedo	rio	rivers	Corregimiento de Cuenca	
10342	Mina	alcedo	rio	rivers	San Juan de los Llanos	
10343	Minabaujou	alcedo	pueblo	towns		
10344	Minage	alcedo	rio	rivers		
10345	Minangua	alcedo	rio	rivers	Paraguay	
10346	Minas	alcedo	rio	rivers		
10347	Minas	alcedo	fuerte	inhabited places		
10348	Minas	alcedo	pueblo	towns	Nuevo Reyno de Granada	
10349	Minas	alcedo			Quatro Villas	
10350	Minas	alcedo	provincia	provinces	Reyno del Nueva Vizcaya	
10351	Minas	alcedo	villa	towns	Brazil	
10352	Minas	alcedo	pueblo	towns	Reyno de Chile	
10353	Mincha	alcedo	pueblo	towns	Corregimiento de Quillota	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000155]
10354	Mincha	alcedo	ensenada	inlets	Corregimiento de Coquimbo	
10355	Mindo	alcedo	pueblo	towns	Reyno de Quito	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600066]
10356	Mindo	alcedo	provincia	provinces	Esmeraldas	
10357	Mine	alcedo	rio	rivers	la Luisiana	
10358	Miner	alcedo	isla	islands		
10359	Mines	alcedo	bahia	bays		
10360	Mingan	alcedo	rio	rivers		
10361	Mingan	alcedo	isla	islands		
10362	Mingos	alcedo	pueblo	towns		
10363	Mini	alcedo	pueblo	towns	Paraguay	
10364	Mini	alcedo	laguna	lagoons		
10365	Minipi	alcedo	pueblo	towns	Corregimiento de Tunja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000639]
10366	Mira	alcedo	pueblo	towns	Venezuela	
10367	Mira	alcedo	pueblo	towns	Corregimiento de Ibarra	
10368	Mira	alcedo	pueblo	towns	Mainas	
10369	Mira	alcedo	rio	rivers		
10370	Mira	alcedo	baxo	valleys	Isla de Cuba	
10371	Miraca	alcedo	laguna	lagoons	Venezuela	
10372	Miraflores	alcedo	villa	towns	Corregimiento de Saña	
10373	Miraflores	alcedo			Tucumán	
10374	Miraflores	alcedo	provincia	provinces	Corregimiento de Tunja	
10375	Miraflores	alcedo	provincia	provinces	Popayan	
10376	Miraflores	alcedo	provincia	provinces	Perú	
10377	Miraflores	alcedo	provincia	provinces	Corregimiento de Chayanta	
10378	Miraflores	alcedo	provincia	provinces	Corregimiento del Cercado	
10379	Miraflores	alcedo	rio	rivers		
10380	Miraflores	alcedo	fuerte	inhabited places	Tucumán	
10381	Miraguana	alcedo	islote	islands		
10382	Miramichi	alcedo	bahia	bays		
10383	Miraquane	alcedo	pueblo	towns	la Luisiana	
10384	Miray	alcedo	bahia	bays		
10385	Mirebalais	alcedo				
10386	Mirgas	alcedo	pueblo	towns	Corregimiento de Conchucos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001035]
10387	Miribira	alcedo	isla	islands		
10388	Mirinai	alcedo	rio	rivers	Paraguay	
10389	Mirligueche	alcedo	bahia	bays		
10390	Mischahualli	alcedo	pueblo	towns	Quixos y Macas	
10391	Mischahualli	alcedo	ciudad	citys		
10392	Miscou	alcedo	isla	islands		
10393	Misericordia	alcedo	puerto	ports		
10394	Mishum	alcedo	rio	rivers		
10395	Misina	alcedo	rio	rivers		
10396	Mision	alcedo	pueblo	towns		
10397	Mision	alcedo	pueblo	towns	Corregimiento de Maule	
10398	Mision	alcedo	pais	countrys	Brazil	
10399	Misisagan	alcedo	laguna	lagoons	la Luisiana	
10400	Misisagues	alcedo	pueblo	towns		
10401	Misisagues	alcedo	estrecho	straits		
10402	Misipikac	alcedo	rio	rivers		
10403	Misisipi	alcedo	rio	rivers	Nuevo México	
10404	Misisipi	alcedo				
10405	Miskouaskane	alcedo	lago	lakes		
10406	Miskouaicimina	alcedo	pueblo	towns		
10407	Misoa	alcedo	pueblo	towns	Nuevo Reyno de Granada	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000628]
10408	Misouri	alcedo	pueblo	towns	la Luisiana	
10409	Misouri	alcedo	rio	rivers	Nuevo México	
10410	Mispilion	alcedo	rio	rivers		
10411	Misquitic	alcedo	pueblo	towns		
10412	Mistan	alcedo	pueblo	towns	Nueva España	
10413	Mistassis	alcedo	lago	lakes		
10414	Mistecapa	alcedo			Tlapa	
10415	Mistepec	alcedo	pueblo	towns	Juxtlahuaca	
10416	Mistepec	alcedo	pueblo	towns	Guajuapa	
10417	Mistepeque	alcedo	pueblo	towns	Nexapa	
10418	Mistepeque	alcedo				
10420	Misteriosa	alcedo	isla	islands		
10421	Misticic	alcedo	rio	rivers		
10422	Mitare	alcedo	pueblo	towns	Venezuela	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000079]
10423	Mitic	alcedo	pueblo	towns	Lagos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000511]
10424	Mitla	alcedo	pueblo	towns	Teutitlán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1002710]
10425	Mitlantongo	alcedo	pueblo	towns	Nochiztlán	
10426	Mitlantongo	alcedo				
10427	Mitlazinco	alcedo	pueblo	towns	Nueva España	
10428	Mitmas	alcedo	pueblo	towns	Corregimiento de Chachapoyas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001296]
10429	Mito	alcedo	pueblo	towns	Corregimiento de Tarma	
10430	Mitoto	alcedo	pueblo	towns	Corregimiento de Xauja	
10431	Mixapa	alcedo	pueblo	towns	Reyno de Guatemala	
10432	Mixco	alcedo	pueblo	towns	Reyno de Guatemala	[https://www.hgis-indias.net/dokuwiki/doku.php?id=2000215]
10433	Mixco	alcedo	valle	valleys		
10434	Mixcontique	alcedo	pueblo	towns	Chiapa	
10435	Mixo	alcedo	isla	islands		
10436	Mixteca	alcedo	provincia	provinces	Xicayán	
10437	Mizantla	alcedo	alcaldía mayor	inhabited places		
10438	Mizantla	alcedo	pueblo	towns		
10439	Mizapa	alcedo	monte	mountains		
10440	Mizque	alcedo	provincia	provinces	Perú	
10441	Mizque	alcedo	ciudad	citys		[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000014]
10442	Mizquiahuala	alcedo	pueblo	towns	Nueva España	
10443	Moa	alcedo	islote	islands	Isla de Cuba	
10444	Moabas	alcedo	pueblo	towns		
10445	Moalcachi	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	
10446	Mobila	alcedo	rio	rivers		
10447	Mobjack	alcedo	bahia	bays		
10448	Mocalasa	alcedo	pueblo	towns		
10449	Mocanaco	alcedo	punta	capes	Reyno de Nueva España	
10450	Mocha	alcedo	pueblo	towns	Corregimiento de Arica	
10451	Mocha	alcedo	pueblo	towns	Corregimiento de Ambato	
10452	Mocha	alcedo	provincia	provinces	Corregimiento de Truxillo	
10453	Mocha	alcedo	reyno	kingdoms	Reyno de Chile	
10454	Mocha	alcedo	rio	rivers	Corregimiento de Truxillo	
10455	Mochara	alcedo	pueblo	towns	Corregimiento de Chichas y Tarija	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000629]
10456	Mochicauchi	alcedo				
10457	Mochima	alcedo	puerto	ports	Cumaná	
10458	Moco	alcedo	rio	rivers	Nuevo Reyno de Granada	
10459	Mocoa	alcedo	provincia	provinces	Reyno de Quito	
10460	Mocobi	alcedo	rio	rivers	Moxos	
10461	Mocobis	alcedo	nación de indios	cultural groups	Tucumán	
10462	Mocodone	alcedo	puerto	ports		
10463	Mocomo	alcedo	pueblo	towns	Corregimiento de Larecaja	
10464	Mocondino	alcedo			Corregimiento de Pasto	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600556]
10465	Mocorca	alcedo	laguna	lagoons	Corregimiento de Collahuas	
10466	Mocoreta	alcedo	rio	rivers	Buenos Ayres	
10467	Mocoretarimi	alcedo	rio	rivers		
10468	Mocoripe	alcedo	puerto	ports	Brazil	
10469	Mocorito	alcedo	pueblo	towns	Cinaloa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1003936]
10470	Moco	alcedo	pueblo	towns		
10471	Moctun	alcedo	pueblo	towns	Villalta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1002976]
10472	Mocul	alcedo	pueblo	towns	Corregimiento de Maule	
10473	Mocupe	alcedo	pueblo	towns	Corregimiento de Saña	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001428]
10474	Mogi	alcedo	rio	rivers		
10475	Mogiroiri	alcedo	pueblo	towns		
10476	Mogotes	alcedo	pueblo	towns	Corregimiento de Tunja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000530]
10477	Mogotes	alcedo	rio	rivers	Chocó	
10478	Mohanet	alcedo	pueblo	towns		
10479	Mohickans	alcedo	pueblo	towns		
10480	Mohawks	alcedo	nación de indios	cultural groups		
10481	Mohawks	alcedo	lago	lakes		
10482	Mohocamac	alcedo	pueblo	towns		
10483	Mohosa	alcedo	pueblo	towns	Corregimiento de Cochabamba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000137]
10484	Moingona	alcedo	rio	rivers	la Luisiana	
10485	Moina	alcedo	laguna	lagoons	Corregimiento de Quispicanchi	
10486	Moines	alcedo	isla	islands		
10487	Moitaco	alcedo	pueblo	towns		[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000418]
10488	Mojibio	alcedo	pueblo	towns	Popayán	
10489	Mojica	alcedo	pueblo	towns	Venezuela	
10490	Mojoinp	alcedo	pais	countrys	Brazil	
10491	Molango	alcedo	pueblo	towns	Meztitlán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1001291]
10492	Molcochinecon	alcedo	rio	rivers		
10493	Moleques	alcedo	rio	rivers		
10494	Molina	alcedo	rio	rivers	Esmeraldas	
10495	Molina	alcedo	pueblo	towns	Costarica	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000199]
10496	Molino	alcedo	pueblo	towns	Corregimiento de Ica	
10497	Molino	alcedo	pueblo	towns	Reyno de Chile	
10498	Molino	alcedo	isla	islands		
10499	Moli	alcedo	rio	rivers		
10500	Molleambato	alcedo	pueblo	towns	Corregimiento de Latacunga	
10501	Mollebamba	alcedo	pueblo	towns	Corregimiento de Aimaraez	
10502	Mollebaya	alcedo	pueblo	towns	Corregimiento de Moquehua	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000131]
10503	Mollepata	alcedo	pueblo	towns	Corregimiento de Guamachuco	
10504	Mollepata	alcedo	pueblo	towns	Corregimiento de Abancai	
10505	Mollepata	alcedo	provincia	provinces		
10506	Mollepongo	alcedo	pueblo	towns	Corregimiento de Chimbo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600616]
10507	Molleturo	alcedo	pueblo	towns	Corregimiento de Cuenca	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600088]
10508	Mollobamba	alcedo	pueblo	towns	Corregimiento de Chancay	
10509	Moloacan	alcedo	pueblo	towns	Acayuca	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1004158]
10510	Moluedec	alcedo	pueblo	towns	Corregimiento de Chillan	
10511	Momas	alcedo	pueblo	towns	Colotlán	
10512	Momil	alcedo	pueblo	towns	Cartagena	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000183]
10513	Mompon	alcedo	monte	mountains	Corregimiento de Santa	
10514	Mompox	alcedo	villa	towns	Cartagena	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000024]
10515	Mona	alcedo	isla	islands		
10516	Monacaci	alcedo	rio	rivers		
10517	Monatomy	alcedo	pueblo	towns		
10518	Monbatecei	alcedo	rio	rivers	Paraguay	
10519	Mombemboi	alcedo	rio	rivers		
10520	Moncloua	alcedo	villa	towns		
10521	Mondahu	alcedo	rio	rivers		
10522	Mondai	alcedo	rio	rivers	Paraguay	
10523	Mondai	alcedo	cabo	capes		
10524	Mondaque	alcedo	pueblo	towns	la Luisiana	
10525	Monferrato	alcedo	pueblo	towns	Brazil	
10526	Monga	alcedo	rio	rivers		
10527	Mongangape	alcedo	rio	rivers		
10528	Mongaguaba	alcedo	pueblo	towns	Brazil	
10529	Mongaueira	alcedo	sierra	mountain ranges		
10530	Mongaueiras	alcedo	isla	islands		
10531	Monge	alcedo	rio	rivers	Buenos Ayres	
10532	Monges	alcedo	islote	islands	Santa Marta	
10533	Nne	alcedo	rio	rivers		
10534	Mongon	alcedo	cabo	capes	Isla de Cuba	
10535	Mongon	alcedo	cabo	capes		
10536	Mongraue	alcedo	isla	islands		
10537	Mongua	alcedo	pueblo	towns	Corregimiento de Tunja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000520]
10538	Mongui	alcedo	pueblo	towns	Corregimiento de Tunja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000528]
10539	Monhegan	alcedo	pueblo	towns	Corregimiento de Parinacochas	
10540	Moni	alcedo	rio	rivers		
10541	Santa	alcedo	pueblo	towns	Marinalco	
10542	Santa	alcedo				
10543	Santa	alcedo	puerto	ports		
10544	Monigote	alcedo	pueblo	towns	Buenos Ayres	
10545	Moniquira	alcedo	pueblo	towns	Nuevo Reyno de Granada	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000444]
10546	Monks	alcedo	rio	rivers		
10547	Monito	alcedo	isla	islands		
10548	Monmouth	alcedo	condado	countys		
10549	Monmouth	alcedo	isla	islands		
10550	Mono	alcedo	isla	islands		
10551	Mononepioui	alcedo	rio	rivers		
10552	Mononhahela	alcedo				
10553	Monos	alcedo	isla	islands	Reyno de Tierra Firme	
10554	Monos	alcedo				
10555	Monpatar	alcedo	isla	islands	Isla y Gobierno de la Margarita	
10556	Monquira	alcedo	pueblo	towns	Nuevo Reyno de Granada	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000480]
10557	Monsauilhaca	alcedo	rio	rivers	Buenos Ayres	
10558	Monsefu	alcedo	pueblo	towns	Corregimiento de Saña	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001416]
10559	Monserrat	alcedo	isla	islands		
10561	Monserrat	alcedo	isla	islands	Isla y Gobierno de la Trinidad	
10562	Monserrat	alcedo	capitania	political administrative bodies	Brazil	
10563	Monsieur	alcedo	isleta	islands		
10564	Montaluan	alcedo			Venezuela	
10565	Montaña	alcedo	montaña	mountains	Santiago de Veragua	
10566	Montaña	alcedo	pueblo	towns	Popayan	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1002356]
10567	Montañas	alcedo	montaña	mountains	Reyno de Quito	
10568	Montañas	alcedo	rio	rivers		
10569	Monte	alcedo				
10570	Monte	alcedo	pueblo	towns	Pachuca	
10571	Monte	alcedo	pueblo	towns	Guejozingo	
10572	Monte	alcedo			Valladolid	
10573	Monte	alcedo	provincia	provinces	Popayán	
10574	Monte	alcedo	monte	mountains	Maracaibo	
10575	Monte	alcedo	capitania	political administrative bodies	Brazil	
10576	Monte	alcedo	villa	towns	Corregimiento de Melipilla	
10577	Montega	alcedo	bahia	bays		
10578	Monte	alcedo	pueblo	towns	Guayaquil	
10579	Monte	alcedo	pueblo	towns		
10580	Monte	alcedo	isla	islands		
10581	Monte	alcedo	laguna	lagoons	Buenos Ayres	
10582	Monte	alcedo			Tepozcolula	
10583	Monte	alcedo	pueblo	towns	Tucumán	
10584	Monterei	alcedo	ciudad	citys	Nuevo Reyno de León	
10585	Iii	alcedo	pueblo	towns	Corregimiento de Coquimbo	
10586	Montes	alcedo	rio	rivers	Paraguay	
10587	Montes	alcedo			Santa Cruz de la Sierra	
10588	Montes	alcedo	villa	towns		
10589	Montesillo	alcedo	pueblo	towns		
10591	Monteuideo	alcedo	ciudad	citys	Buenos Ayres	
10592	Monteuideo	alcedo	monte	mountains		
10593	Montijo	alcedo	pueblo	towns	Veragua	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000565]
10594	Montook	alcedo	punta	capes		
10595	Mont	alcedo	isla	islands		
10596	Montronis	alcedo	isla	islands		
10597	Montsinerir	alcedo	provincia	provinces		
10598	Montuosa	alcedo	minas de oro	inhabited places	Nuevo Reyno de Granada	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000710]
10599	Montuosa	alcedo	isla	islands	Veragua	
10600	Monzon	alcedo	pueblo	towns	Corregimiento de Guamalies	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001076]
10601	Moose	alcedo	establecimiento	inhabited places		
10602	Mopora	alcedo	pueblo	towns	Corregimiento de Tunja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000489]
10603	Moporo	alcedo	pueblo	towns	Maracaibo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000626]
10604	Mopospan	alcedo	pueblo	towns	Nueva España	
10605	Moquehua	alcedo	provincia	provinces	Reyno dPerú	
10606	Moquehua	alcedo	villa	towns		
10607	Moqui	alcedo	provincia	provinces	Nuevo México	
10608	Moraga	alcedo	pueblo	towns	Nuevo Reyno de Granada	
10609	Moral	alcedo	punta	capes	Santa Marta	
