id	name	name_src	type	aat_type	close_match
09272	Macapu	alcedo	rio	river	
09273	Macara	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600467
09274	Macarabita	alcedo	pueblo	town	
09275	Macarao	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000190
09276	Macarapana	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000324
09277	Macare	alcedo	isla	island	
09278	Macareo	alcedo			
09279	Macaret	alcedo	rio	river	
09280	Macari	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000223
09281	Macas	alcedo	partido	district	
09282	Macas	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600046
09283	Macate	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001099
09284	Macatepec	alcedo	pueblo	town	
09285	Macauinas	alcedo	people	cultural group	
09286	Macawini	alcedo	rio	river	
09287	Macayapa	alcedo	pueblo	town	
09288	Macha	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000158
09289	Machaca	alcedo	pueblo	town	
09290	Machaca	alcedo	pueblo	town	
09291	Machaca	alcedo	reino	kingdom	
09292	Machaca	alcedo	provincia	province	
09293	Machacamarca	alcedo	pueblo	town	
09294	Machacamarca	alcedo	pueblo	town	
09295	Machache	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600223
09296	Machahuai	alcedo	pueblo	town	
09297	Machai	alcedo	rio	river	
09298	Machala	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600026
09299	Machala	alcedo	cabo	cape	
09300	Machala	alcedo	rio	river	
09301	Machala	alcedo	bahía	bay	
09302	Machangara	alcedo	rio	river	
09303	Machapunga	alcedo	rio	river	
09304	Macheta	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000336
09305	Machiana	alcedo	isla	island	
09306	Machigasta	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=9000294
09307	Machigonis	alcedo	isla	island	
09308	Machlmeton	alcedo	pueblos y tierras indígenas	town	
09309	Machupo	alcedo	rio	river	
09310	Mace	alcedo	isla	island	
09311	Macinga	alcedo	pueblo	town	
09312	Macobai	alcedo	rio	river	
09313	Macolla	alcedo	cabo	cape	
09314	Macomite	alcedo	rio	river	
09315	Macoris	alcedo	isla	island	
09316	Macos	alcedo	people	cultural group	
09317	Macouba	alcedo	pueblo	town	
09318	Macouria	alcedo	rio	river	
09319	Mactallancocha	alcedo	lago	lagoon	
09320	Macuacuari	alcedo	rio	river	
09321	Macucagui	alcedo	pueblo	town	
09322	Macuco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000659
09323	Macuco	alcedo	rio	river	
09324	Macuiltlanguisco	alcedo	pueblo	town	
09325	Macuilzachil	alcedo	pueblo	town	
09326	Macul	alcedo	rio	river	
09327	Macuona	alcedo			
09328	Macuras	alcedo	pueblo	town	
09329	Macuri	alcedo	isla	island	
09330	Macuri	alcedo	isla	island	
09331	Macurise	alcedo	rio	river	
09332	Macuro	alcedo	pueblo	town	
09333	Macusani	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000518
09334	Macustepetla	alcedo	pueblo	town	
09335	Macuto	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000213
09336	Madame	alcedo	isla	island	
09337	Madelaine	alcedo	isla	island	
09338	Madera	alcedo	rio	river	
09339	Madocteg	alcedo	pueblos y tierras indígenas	town	
09340	Madr	alcedo	cabo	cape	
09341	Madrigal	alcedo	ciudad	city	
09342	Madrigal	alcedo	pueblo	town	
09343	Maestra	alcedo	rio	river	
09344	Magallanes	alcedo	estrecho	strait	
09345	Magallanicas	alcedo	reino	country	
09346	Magallanicas	alcedo	puerto	port	
09347	Magazin	alcedo	asentamiento	inhabited place	
09348	Magdalena	alcedo	rio	river	
09349	Magdalena	alcedo	pueblo	town	
09350	Magdalena	alcedo	provincia	province	
09351	Magdalena	alcedo	provincia	province	
09352	Magdalena	alcedo	alcaldía mayor	inhabited place	
09353	Magdalena	alcedo	alcaldía mayor	inhabited place	
09354	Magdalena	alcedo	alcaldía mayor	inhabited place	
09355	Magdalena	alcedo	alcaldía mayor	inhabited place	
09356	Magdalena	alcedo	alcaldía mayor	inhabited place	
09357	Magdalena	alcedo	alcaldía mayor	inhabited place	
09358	Magdalena	alcedo	alcaldía mayor	inhabited place	
09359	Magdalena	alcedo	provincia	province	
09360	Magdalena	alcedo	provincia	province	
09361	Magdalena	alcedo	isla	island	
09362	Magdalena	alcedo			
09363	Magdalena	alcedo	isla	island	
09364	Magdalena	alcedo	alcaldía mayor	inhabited place	
09365	Magdalena	alcedo	reino	kingdom	
09366	Magdalena	alcedo			
09367	Magdalena	alcedo	provincia	province	
09368	Magdalena	alcedo	reino	kingdom	
09369	Magdalena	alcedo	isla	island	
09370	Magdalena	alcedo	isla	island	
09371	Magdalena	alcedo	montaña	mountain	
09372	Magdalena	alcedo	cabo	cape	
09373	Magdalena	alcedo	bahía	bay	
09374	Magdalena	alcedo	isla	island	
09375	Magdalena	alcedo	canal	canal	
09376	Magdalena	alcedo	rio	river	
09377	Magdalena	alcedo	rio	river	
09378	Magdalena	alcedo	rio	river	
09379	Magdalena	alcedo	rio	river	
09380	Mage	alcedo	rio	river	
09381	Magene	alcedo	pueblo	town	
09382	Mages	alcedo	rio	river	
09383	Mages	alcedo	valle	valley	
09384	Magi	alcedo	rio	river	
09385	Magistral	alcedo	pueblo	town	
09386	Magna	alcedo	ciudad	city	
09387	Magolti	alcedo	rio	river	
09388	Magos	alcedo	pueblo	town	
09389	Magos	alcedo	rio	river	
09390	Magua	alcedo	isla	island	
09391	Maguaca	alcedo	rio	river	
09392	Maguan	alcedo	montaña	mountain	
09393	Maguana	alcedo			
09394	Maguari	alcedo	cabo	cape	
09395	Maguebasa	alcedo			
09396	Magueck	alcedo	pueblos y tierras indígenas	town	
09397	Magueguazu	alcedo			
09398	Maguelon	alcedo	isla	island	
09399	Magues	alcedo	rio	river	
09400	Magues	alcedo	rio	river	
09401	Maha	alcedo	pueblos y tierras indígenas	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000172
09402	Mahanatan	alcedo	isla	island	
09403	Maho	alcedo	rio	river	
09404	Maho	alcedo	isla	island	
09405	Maho	alcedo	isla	island	
09406	Mahuati	alcedo	lago	lagoon	
09407	Mahuri	alcedo	montaña	mountain	
09408	Maibaca	alcedo	provincia	province	
09409	Maidenhead	alcedo	pueblo	town	
09410	Maiguatida	alcedo	montaña	mountain	
09411	Majadilla	alcedo	pueblo	town	
09412	Mainas	alcedo	reino	kingdom	
09413	Serie	alcedo	provincia	province	
09414	Maine	alcedo	provincia	province	
09415	Maipo	alcedo	pueblo	town	
09416	Maipo	alcedo	rio	river	
09417	Maipo	alcedo	reino	kingdom	
09418	Maipures	alcedo	pueblo	town	
09419	Maipures	alcedo	pueblo	town	
09420	Malpurog	alcedo	rio	river	
09421	Maiquitia	alcedo	pueblo	town	
09422	Maire	alcedo	estrecho	strait	
09423	Mairene	alcedo	rio	river	
09424	Maisi	alcedo	cabo	cape	
09425	Maison	alcedo	pueblo	town	
09426	Maiten	alcedo			
09427	Maiz	alcedo	valle	valley	
09428	Maiz	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1001523
09429	Majagua	alcedo	pueblo	town	
09430	Majates	alcedo	pueblo	town	
09431	Majis	alcedo	pueblo	town	
09432	Mala	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000703
09433	Mala	alcedo	rio	river	
09434	Mala	alcedo	cabo	cape	
09435	Mal	alcedo	mar	sea	
09436	Mal	alcedo	rio	river	
09437	Mala	alcedo			
09438	Malacatepec	alcedo	pueblo	town	
09439	Malacatepec	alcedo	pueblo	town	
09440	Malacatepeque	alcedo	pueblo	town	
09441	Malacatos	alcedo	pueblos y tierras indígenas	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600143
09442	Malaga	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600639
09443	Malaguas	alcedo	people	cultural group	
09444	Malagueta	alcedo	isla	island	
09445	Malalhue	alcedo	pueblos y tierras indígenas	town	
09446	Malambito	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=10000338
09447	Malambo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000109
09448	Malambos	alcedo	people	cultural group	
09449	Malaminicanr	alcedo			
09450	Malbasa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=10000201
09451	Ene	alcedo	rio	river	
09452	Malbaye	alcedo	pueblo	town	
09453	Malborough	alcedo	pueblo	town	
09454	Malchingui	alcedo	pueblo	town	
09455	Malden	alcedo	ciudad	city	
09456	Maldonado	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=9000033
09457	Maldonado	alcedo	rio	river	
09458	Maldonado	alcedo	isla	island	
09459	Male	alcedo	rio	river	
09460	Malebuyes	alcedo	provincia	province	
09461	Males	alcedo	pueblo	town	
09462	Males	alcedo	pueblo	town	
09463	Malfin	alcedo	valle	valley	
09464	Malicon	alcedo	rio	river	
09465	Maliflitos	alcedo	people	cultural group	
09466	Maligne	alcedo	rio	river	
09467	Malin	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001350
09468	Malinalco	alcedo	alcaldía mayor	inhabited place	
09469	Malinaltengo	alcedo	pueblo	town	
09470	Malingre	alcedo	isla	island	
09471	Malla	alcedo			
09472	Mallabauquen	alcedo	lago	lagoon	
09473	Mallai	alcedo	pueblo	town	
09474	Mallama	alcedo	provincia	province	
09475	Mallama	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600185
09476	Malloa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=7000045
09477	Malloa	alcedo	rio	river	
09478	Malumines	alcedo	pueblos y tierras indígenas	town	
09479	Maloques	alcedo	rio	river	
09480	Maloya	alcedo	alcaldía mayor	inhabited place	
09481	Mal	alcedo	reino	country	
09482	Malpec	alcedo	isla	island	
09483	Mal	alcedo			
09484	Maltois	alcedo	puerto	port	
09485	Maltrata	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004204
09486	Maluas	alcedo	pueblo	town	
09487	Maluca	alcedo	cabo	cape	
09488	Maluinas	alcedo	isla	island	
09489	Maluoilin	alcedo			
09490	Mama	alcedo	pueblo	town	
09491	Mama	alcedo	rio	river	
09492	Mama	alcedo	rio	river	
09493	Mamalucos	alcedo			
09494	Mamara	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000266
09495	Mamas	alcedo	rio	river	
09496	Mamas	alcedo			
09497	Mamia	alcedo	lago	lagoon	
09498	Mamisia	alcedo	pueblo	town	
09499	Mamo	alcedo	pueblo	town	
09500	Mamo	alcedo	rio	river	
09501	Mamo	alcedo	rio	river	
09502	Mamo	alcedo	lago	lagoon	
09503	Mamol	alcedo	rio	river	
09504	Mamone	alcedo	lago	lagoon	
09505	Mamoni	alcedo	rio	river	
09506	Mamos	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600529
09507	Mamore	alcedo	rio	river	
09508	Mamore	alcedo			
09509	Mamoroni	alcedo	rio	river	
09510	Mampatar	alcedo	isla	island	
09511	Manabique	alcedo	cabo	cape	
09512	Manabo	alcedo			
09513	Manacasia	alcedo	rio	river	
09514	Manahe	alcedo	pueblo	town	
09515	Manahigan	alcedo	isla	island	
09516	Managua	alcedo	pueblo	town	
09517	Manalisco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1000457
09518	Manama	alcedo	isla	island	
09519	Manamabobosn	alcedo	people	cultural group	
09520	Mananiazu	alcedo	rio	river	
09521	Nanantial	alcedo			
09522	Manapiare	alcedo	rio	river	
09523	Manapiri	alcedo	pueblo	town	
09524	Manare	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000213
09525	Manati	alcedo	pueblo	town	
09526	Manati	alcedo	isla	island	
09527	Manati	alcedo	isla	island	
09528	Manati	alcedo	puerto	port	
09529	Manaumari	alcedo	montaña	mountain	
09530	Manazo	alcedo	pueblo	town	
09531	Mancapra	alcedo	rio	river	
09532	Mancera	alcedo	isla	island	
09533	Manche	alcedo	pueblos y tierras indígenas		
09534	Manchester	alcedo	pueblo	town	
09535	Manciche	alcedo	pueblo	town	
09536	Mancora	alcedo	bahía	shore	
09537	Mancornado	alcedo	pueblo	town	
09538	Mandinga	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000899
09539	Mandinga	alcedo	montaña	mountain	
09540	Mandinga	alcedo	bahía	inlet	
09541	Mandinga	alcedo			
09542	Mandozoui	alcedo	rio	river	
09543	Manencura	alcedo	rio	river	
09544	Manetuba	alcedo	rio	river	
09545	Mang	alcedo	pueblo	town	
09546	Mang	alcedo			
09547	Malgaches	alcedo			
09548	Mangas	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000949
09549	Mangaueira	alcedo	pueblo	town	
09550	Mangera	alcedo	isla	island	
09551	Manglar	alcedo	cabo	cape	
09552	Manglares	alcedo	cabo	cape	
09553	Manglares	alcedo	cabo	cape	
09554	Manglares	alcedo	isla	island	
09555	Mangui	alcedo	rio	river	
09556	Manheim	alcedo	ciudad	city	
09557	Mani	alcedo	pueblo	town	
09558	Manialtepec	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1002450
09559	Manicola	alcedo	reino	country	
09560	Manikouagane	alcedo	lago	lake	
09561	Manile	alcedo	rio	river	
09562	Manilla	alcedo	pueblo	town	
09563	Maninaltepec	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1002238
09564	Maniore	alcedo	lago	lagoon	
09565	Manipos	alcedo	pueblos y tierras indígenas	nation	
09566	Manique	alcedo	rio	river	
09567	Maniqui	alcedo	rio	river	
09568	Manitoualin	alcedo	isla	island	
09569	Mano	alcedo	rio	river	
09570	Manoa	alcedo	ciudad	city	
09571	Manoa	alcedo	pueblo	town	
09572	Manocan	alcedo	ciudad	city	
09573	Manpituba	alcedo	rio	river	
09574	Manporal	alcedo	pueblo	town	
09575	Manseriche	alcedo			
09576	Mansfield	alcedo	isla	island	
09577	Manso	alcedo	pueblo	town	
09578	Manso	alcedo			
09579	Manta	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000338
09580	Manteouec	alcedo	rio	river	
09581	Mantica	alcedo	isla	island	
09582	Manua	alcedo	rio	river	
09583	Manzanares	alcedo	rio	river	
09584	Manzanillo	alcedo	isla	island	
09585	Manzanillo	alcedo	bahía	bay	
09586	Manzanillo	alcedo	cabo	cape	
09587	Maorio	alcedo			
09588	Mapan	alcedo	rio	river	
09589	Mapandi	alcedo	rio	river	
09590	Maparinas	alcedo	pueblo	town	
09591	Mapimi	alcedo	pueblo	town	
09592	Mapinasa	alcedo	rio	river	
09593	Mapiricoro	alcedo	rio	river	
09594	Mapite	alcedo	pueblo	town	
09595	Mapocho	alcedo	rio	river	
09596	Maporal	alcedo	pueblo	town	
09597	Maporiche	alcedo	rio	river	
09598	Mapoto	alcedo	rio	river	
09599	Mapoyes	alcedo	pueblo	town	
09600	Mapuares	alcedo	pueblo	town	
09601	Mapura	alcedo	pueblo	town	
09602	Maputeyapes	alcedo	people	cultural group	
09603	Maquegua	alcedo	partido	district	
09604	Maquilapa	alcedo			
09605	Maquili	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1002029
09606	Maquipo	alcedo	valle	valley	
09607	Maquiritari	alcedo	rio	river	
09608	Mar	alcedo	mar	sea	
09609	Austral	alcedo	mar	sea	
09610	Brasilico	alcedo	mar	sea	
09611	Chileno	alcedo			
09612	Magallanico	alcedo			
09613	Del	alcedo			
09614	Pacifico	alcedo			
09615	Peruano	alcedo			
09616	Peruano	alcedo			
09617	Mara	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000267
09618	Marabi	alcedo			
09619	Maraca	alcedo	isla	island	
09620	Maracai	alcedo	pueblo	town	
09621	Maracaibo	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000007
09622	Maracana	alcedo	pueblo	town	
09623	Maracapana	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000580
09624	Maracapucu	alcedo	rio	river	
09625	Maracapura	alcedo	isla	island	
09626	Maracapuru	alcedo	rio	river	
09627	Mara	alcedo	cabo	cape	
09628	Maracas	alcedo	isla	island	
09629	Maracasi	alcedo	isla	island	
09630	Maraca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000093
09631	Maraca	alcedo	montaña	mountain	
09632	Maracu	alcedo	rio	river	
09633	Maracu	alcedo	lago	lagoon	
09634	Maradi	alcedo	rio	river	
09635	Maragua	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000290
09636	Maraguaze	alcedo	pueblo	town	
09637	Marahi	alcedo			
09638	Marai	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=3000308
09639	Marais	alcedo	pueblo	town	
09640	Maraisas	alcedo	isla	island	
09641	Marajo	alcedo	isla	island	
09642	Marajo	alcedo	rio	river	
09643	Marajon	alcedo	isla	island	
09644	Marambaya	alcedo	isla	island	
09645	Marameg	alcedo	rio	river	
09646	Marañan	alcedo	capitania	political administrative body	
09647	Marañan	alcedo	rio	river	
09648	Marangani	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000368
09649	Maranguan	alcedo	pueblo	town	
09650	Maranlao	alcedo	rio	river	
09651	Maranon	alcedo			
09652	Marapa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=9000118
09653	Marapou	alcedo	rio	river	
09654	Maraqua	alcedo	rio	river	
09655	Maraquin	alcedo	rio	river	
09656	Marara	alcedo	rio	river	
09657	Maras	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000380
09658	Marasma	alcedo	pueblo	town	
09659	Maratica	alcedo	rio	river	
09660	Marauatio	alcedo	alcaldía mayor	inhabited place	
09661	Marauia	alcedo	rio	river	
09662	Marauia	alcedo	lago	lagoon	
09663	Marauini	alcedo	rio	river	
09664	Marayo	alcedo	isla	island	
09665	Marbella	alcedo	pueblo	town	
09666	Marble	alcedo	ciudad	city	
09667	Marbletown	alcedo	ciudad	city	
09668	Marbletown	alcedo	asentamiento	inhabited place	
09669	Marca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001107
09670	Marcabal	alcedo	pueblo	town	
09671	Marcaconga	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000345
09672	Marcaguasi	alcedo	pueblo	town	
09673	Marcan	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001227
09674	Marcapata	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000330
09675	Marcelo	alcedo	pueblo	town	
09676	Marchan	alcedo			
09677	Marcial	alcedo	pueblo	town	
09678	Marco	alcedo	pueblo	town	
09679	Marcos	alcedo	pueblo	town	
09680	Marcos	alcedo	pueblo	town	
09681	Marcos	alcedo	alcaldía mayor	inhabited place	
09682	Marcos	alcedo	alcaldía mayor	inhabited place	
09683	Marcos	alcedo	partido	district	
09684	Marcos	alcedo	provincia	province	
09685	Marcos	alcedo	provincia	province	
09686	Marcos	alcedo	provincia	province	
09687	Marcos	alcedo	provincia	province	
09688	Marcos	alcedo			
09689	Marcos	alcedo	reino	kingdom	
09690	Marcos	alcedo	provincia	province	
09691	Marcos	alcedo	provincia	province	
09692	Marcos	alcedo	alcaldía mayor	inhabited place	
09693	Marcos	alcedo	pueblo	town	
09694	Marcos	alcedo	provincia	province	
09695	Marcos	alcedo	cabo	cape	
09696	Marcos	alcedo			
09697	Marcos	alcedo	lago	lagoon	
09698	Marcos	alcedo	bahía	bay	
09699	Marcos	alcedo	rio	river	
09700	Marcos	alcedo	rio	river	
09701	Marechal	alcedo	cabo	cape	
09702	Mareguare	alcedo	rio	river	
09703	Maret	alcedo	isla	island	
09704	Marday	alcedo			
09705	Marfil	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1000679
09706	Margarita	alcedo	isla	island	
09707	Margarita	alcedo	pueblo	town	
09708	Margarita	alcedo	alcaldía mayor	inhabited place	
09709	Margarita	alcedo	provincia	province	
09710	Margarita	alcedo	bahía	bay	
09711	Margarita	alcedo	bahía	bay	
09712	Margarita	alcedo			
09713	Margasta	alcedo	pueblo	town	
09714	Margos	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001187
09715	Margot	alcedo	pueblo	town	
09716	Margot	alcedo	puerto	port	
09717	Margot	alcedo	isla	island	
09718	Maria	alcedo	pueblo	town	
09719	Maria	alcedo	pueblo	town	
09720	Santamaria	alcedo	pueblo	town	
09721	Santamaria	alcedo	pueblo	town	
09722	Santamaria	alcedo	alcaldía mayor	inhabited place	
09723	Santamaria	alcedo	partido	district	
09724	Santamaria	alcedo	alcaldía mayor	inhabited place	
09725	Santamaria	alcedo	alcaldía mayor	inhabited place	
09726	Santamaria	alcedo	alcaldía mayor	inhabited place	
09727	Santamaria	alcedo	partido	district	
09728	Santamaria	alcedo	alcaldía mayor	inhabited place	
09729	Santamaria	alcedo			
09730	Santamaria	alcedo	alcaldía mayor	inhabited place	
09731	Santamaria	alcedo	alcaldía mayor	inhabited place	
09732	Santamaria	alcedo	partido	district	
09733	Santamaria	alcedo	alcaldía mayor	inhabited place	
09734	Santamaria	alcedo	alcaldía mayor	inhabited place	
09735	Santamaria	alcedo	alcaldía mayor	inhabited place	
09736	Santamaria	alcedo	alcaldía mayor	inhabited place	
09737	Santamaria	alcedo	alcaldía mayor	inhabited place	
09738	Santamaria	alcedo	alcaldía mayor	inhabited place	
09739	Santamaria	alcedo	alcaldía mayor	inhabited place	
09740	Santamaria	alcedo			
09741	Santamaria	alcedo	alcaldía mayor	inhabited place	
09742	Santamaria	alcedo	alcaldía mayor	inhabited place	
09743	Santamaria	alcedo	alcaldía mayor	inhabited place	
09744	Santamaria	alcedo			
09745	Santamaria	alcedo	alcaldía mayor	inhabited place	
09746	Santamaria	alcedo	provincia	province	
09747	Santamaria	alcedo	provincia	province	
09748	Santamaria	alcedo	pueblo	town	
09749	Santamaria	alcedo	partido	district	
09750	Santamaria	alcedo	partido	district	
09751	Santamaria	alcedo	provincia	province	
09752	Santamaria	alcedo	alcaldía mayor	inhabited place	
09753	Santamaria	alcedo	isla	island	
09754	Santamaria	alcedo	alcaldía mayor	inhabited place	
09755	Santamaria	alcedo	provincia	province	
09756	Santamaria	alcedo			
09757	Santamaria	alcedo	ciudad	city	
09758	Santamaria	alcedo	ciudad	city	
09759	Santamaria	alcedo	pueblo	town	
09760	Santamaria	alcedo	pueblo	town	
09761	Santamaria	alcedo	rio	river	
09762	Santamaria	alcedo	provincia	province	
09763	Santamaria	alcedo	rio	river	
09764	Santamaria	alcedo	rio	river	
09765	Santamaria	alcedo	condado	county	
09766	Santamaria	alcedo	bahía	bay	
09767	Santamaria	alcedo			
09768	Santamaria	alcedo			
09769	Santamaria	alcedo	puerto	port	
09770	Santamaria	alcedo	isla	island	
09771	Santamaria	alcedo			
09772	Santamaria	alcedo	lago	lagoon	
09773	Santamaria	alcedo	cabo	cape	
09774	Santamaria	alcedo			
09775	Santamaria	alcedo			
09776	Santamaria	alcedo			
09777	Santamaria	alcedo	isla	island	
09778	Santamaria	alcedo	isla	island	
09779	Santamaria	alcedo			
09780	Mariana	alcedo	pueblo	town	
09781	Mariana	alcedo	puerto	port	
09782	Mariana	alcedo	cabo	cape	
09783	Marias	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001066
09784	Marias	alcedo			
09785	Mariaues	alcedo	pueblos y tierras indígenas	nation	
09786	Maribani	alcedo	rio	river	
09787	Maribisca	alcedo	provincia	province	
09788	Maricana	alcedo	isla	island	
09789	Maricitanas	alcedo			
09790	Mariel	alcedo	bahía	inlet	
09791	Marigalantei	alcedo	mar	sea	
09792	Marigot	alcedo	pueblo	town	
09793	Marigot	alcedo	bahía	inlet	
09794	Mariquitar	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000325
09795	Mariland	alcedo	colonia	colony	
09796	Marileb	alcedo	pueblos y tierras indígenas	town	
09797	Mariman	alcedo	pueblos y tierras indígenas	town	
09798	Marimaruta	alcedo			
09799	Marin	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004933
09800	Marin	alcedo	isla	island	
09801	Marinabo	alcedo	cabo	cape	
09802	Marinaltenanco	alcedo	pueblo	town	
09803	Marinaltepec	alcedo	pueblo	town	
09804	Marioua	alcedo	pueblo	town	
09805	Marioua	alcedo	rio	river	
09806	Mariparu	alcedo	lago	lagoon	
09807	Maripe	alcedo	rio	river	
09808	Maripisana	alcedo	rio	river	
09809	Mariquina	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=7000388
09810	Mariquita	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000009
09811	Mariquites	alcedo	pueblos y tierras indígenas	nation	
09812	Maris	alcedo	pueblo	town	
09813	Maris	alcedo	isla	island	
09814	Mariuiña	alcedo	pueblo	town	
09815	Mariuruuaca	alcedo	rio	river	
09816	Mariusas	alcedo			
09817	Markland	alcedo	isla	island	
09818	Marlbroug	alcedo	pueblo	town	
09819	Marmillos	alcedo	rio	river	
09820	Marmousets	alcedo	isla	island	
09821	Marones	alcedo	people	cultural group	
09822	Maroni	alcedo	rio	river	
09823	Marot	alcedo	isla	island	
09824	Marques	alcedo	cabo	cape	
09825	Marques	alcedo	puerto	port	
09826	Marques	alcedo	isla	island	
09827	Marques	alcedo	pueblo	town	
09828	Marquesado	alcedo	pueblo	town	
09829	Marquet	alcedo	rio	river	
09830	Marqueta	alcedo	pueblo	town	
09831	Marquetones	alcedo	people	cultural group	
09832	Marre	alcedo	isla	island	
09833	Marshal	alcedo	isla	island	
09834	Marshfield	alcedo	pueblo	town	
09835	Santa	alcedo	provincia	province	
09836	Xiii	alcedo	ciudad	city	
09837	Xiii	alcedo	montaña	mountain	
09838	Xiii	alcedo	rio	river	
09839	Xiii	alcedo	pueblo	town	
09840	Xiii	alcedo	alcaldía mayor	inhabited place	
09841	Xiii	alcedo	partido	district	
09842	Xiii	alcedo	montaña	mountain	
09843	Xiii	alcedo	isla	island	
09844	Xiii	alcedo	provincia	province	
09845	Xiii	alcedo	isla	island	
09846	Martin	alcedo	isla	island	
09847	Martin	alcedo	pueblo	town	
09848	Martin	alcedo	partido	district	
09849	Martin	alcedo	alcaldía mayor	inhabited place	
09850	Martin	alcedo	alcaldía mayor	inhabited place	
09851	Martin	alcedo	partido	district	
09852	Martin	alcedo	alcaldía mayor	inhabited place	
09853	Martin	alcedo	alcaldía mayor	inhabited place	
09854	Martin	alcedo	partido	district	
09855	Martin	alcedo	alcaldía mayor	inhabited place	
09856	Martin	alcedo	alcaldía mayor	inhabited place	
09857	Martin	alcedo	alcaldía mayor	inhabited place	
09858	Martin	alcedo	partido	district	
09859	Martin	alcedo	alcaldía mayor	inhabited place	
